FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Afghanistan,2022-10-18 04:22:42,33.93911,67.709953,201276,7811,,,Afghanistan,517.0423265661385,3.8807408732288
,,,Albania,2022-10-18 04:22:42,41.1533,20.1683,332645,3592,,,Albania,11559.00340537911,1.0798298486374365
,,,Algeria,2022-10-18 04:22:42,28.0339,1.6596,270757,6881,,,Algeria,617.4471152259707,2.541393204977157
,,,Andorra,2022-10-18 04:22:42,42.5063,1.5218,46366,155,,,Andorra,60009.05972950236,0.3342966829142044
,,,Angola,2022-10-18 04:22:42,-11.2027,17.8739,103131,1917,,,Angola,313.78981026990954,1.858800942490619
,,,Antarctica,2022-10-18 04:22:42,-71.9499,23.346999999999998,11,0,,,Antarctica,,0.0
,,,Antigua and Barbuda,2022-10-18 04:22:42,17.0608,-61.7964,9106,146,,,Antigua and Barbuda,9298.668409443671,1.6033384581594552
,,,Argentina,2022-10-18 04:22:42,-38.4161,-63.6167,9715464,129970,,,Argentina,21496.397771853768,1.3377642076590477
,,,Armenia,2022-10-18 04:22:42,40.0691,45.0382,444869,8706,,,Armenia,15012.955439901136,1.9569805942873069
,,Australian Capital Territory,Australia,2022-10-18 04:22:42,-35.4735,149.0124,206938,126,,,"Australian Capital Territory, Australia",48338.70590983415,0.060887802143637225
,,New South Wales,Australia,2022-10-18 04:22:42,-33.8688,151.2093,3530443,5392,,,"New South Wales, Australia",43489.07366346391,0.15272870855017345
,,Northern Territory,Australia,2022-10-18 04:22:42,-12.4634,130.8456,97958,73,,,"Northern Territory, Australia",39885.17915309446,0.07452173380428348
,,Queensland,Australia,2022-10-18 04:22:42,-27.4698,153.0251,1655265,2236,,,"Queensland, Australia",32357.834033818785,0.1350841103992412
,,South Australia,Australia,2022-10-18 04:22:42,-34.9285,138.6007,772083,1027,,,"South Australia, Australia",43955.76430401366,0.13301678705527772
,,Tasmania,Australia,2022-10-18 04:22:42,-42.8821,147.3272,251023,189,,,"Tasmania, Australia",46876.377217553694,0.07529190552260151
,,Victoria,Australia,2022-10-18 04:22:42,-37.8136,144.9631,2633804,5770,,,"Victoria, Australia",39726.14971568199,0.21907476790224328
,,Western Australia,Australia,2022-10-18 04:22:42,-31.9505,115.8605,1164098,674,,,"Western Australia, Australia",44252.18581312248,0.05789890541861596
,,,Austria,2022-10-18 04:22:42,47.5162,14.5501,5346939,20928,,,Austria,59368.215935334876,0.3914015102846694
,,,Azerbaijan,2022-10-18 04:22:42,40.1431,47.5769,822617,9932,,,Azerbaijan,8113.2537903724915,1.2073662469897901
,,,Bahamas,2022-10-18 04:22:42,25.025885,-78.035889,37334,833,,,Bahamas,9493.75457726422,2.231210156961483
,,,Bahrain,2022-10-18 04:22:42,26.0275,50.55,685969,1523,,,Bahrain,40313.57859122946,0.22202169485793088
,,,Bangladesh,2022-10-18 04:22:42,23.685,90.3563,2032832,29402,,,Bangladesh,1234.3430784484756,1.4463566098920126
,,,Barbados,2022-10-18 04:22:42,13.1939,-59.5432,103014,560,,,Barbados,35847.04093314913,0.5436154309123031
,,,Belarus,2022-10-18 04:22:42,53.7098,27.9534,994037,7118,,,Belarus,10519.665910386577,0.7160699249625517
,,Antwerp,Belgium,2022-10-18 04:22:42,51.2195,4.4024,741000,0,,,"Antwerp, Belgium",39881.89362029639,0.0
,,Brussels,Belgium,2022-10-18 04:22:42,50.8503,4.3517,493822,0,,,"Brussels, Belgium",40860.971319159784,0.0
,,East Flanders,Belgium,2022-10-18 04:22:42,51.0362,3.7373,621938,0,,,"East Flanders, Belgium",41050.279064118746,0.0
,,Flemish Brabant,Belgium,2022-10-18 04:22:42,50.9167,4.5833,449388,0,,,"Flemish Brabant, Belgium",39207.625362619154,0.0
,,Hainaut,Belgium,2022-10-18 04:22:42,50.5257,4.0621,504603,0,,,"Hainaut, Belgium",37538.134902893165,0.0
,,Liege,Belgium,2022-10-18 04:22:42,50.4496,5.8492,409890,0,,,"Liege, Belgium",37027.36785812364,0.0
,,Limburg,Belgium,2022-10-18 04:22:42,50.9739,5.3420000000000005,339473,0,,,"Limburg, Belgium",38839.17130409314,0.0
,,Luxembourg,Belgium,2022-10-18 04:22:42,50.0547,5.4677,120006,0,,,"Luxembourg, Belgium",42160.92018634195,0.0
,,Namur,Belgium,2022-10-18 04:22:42,50.331,4.8221,197756,0,,,"Namur, Belgium",40005.25969756739,0.0
,,Unknown,Belgium,2022-10-18 04:22:42,,,61739,32810,,,"Unknown, Belgium",,53.14307002057046
,,Walloon Brabant,Belgium,2022-10-18 04:22:42,50.4,4.35,168946,0,,,"Walloon Brabant, Belgium",41859.86585695207,0.0
,,West Flanders,Belgium,2022-10-18 04:22:42,51.0536,3.1458,485777,0,,,"West Flanders, Belgium",40623.735152149704,0.0
,,,Belize,2022-10-18 04:22:42,17.1899,-88.4976,68926,687,,,Belize,17334.59751874272,0.996721121202449
,,,Benin,2022-10-18 04:22:42,9.3077,2.3158,27782,163,,,Benin,229.16395492344512,0.5867108199553668
,,,Bhutan,2022-10-18 04:22:42,27.5142,90.4336,62247,21,,,Bhutan,8067.137369558794,0.033736565617620125
,,,Bolivia,2022-10-18 04:22:42,-16.2902,-63.5887,1109037,22237,,,Bolivia,9500.850207773834,2.0050728695255438
,,,Bosnia and Herzegovina,2022-10-18 04:22:42,43.9159,17.6791,399499,16160,,,Bosnia and Herzegovina,12176.821917724712,4.0450664457232675
,,,Botswana,2022-10-18 04:22:42,-22.3285,24.6849,326344,2790,,,Botswana,13877.382660925958,0.8549260902605841
,,Acre,Brazil,2022-10-18 04:22:42,-9.0238,-70.812,149756,2029,,,"Acre, Brazil",16980.3897112599,1.3548705894922408
,,Alagoas,Brazil,2022-10-18 04:22:42,-9.5713,-36.782,321307,7128,,,"Alagoas, Brazil",9627.58853787593,2.2184390629522546
,,Amapa,Brazil,2022-10-18 04:22:42,0.902,-52.003,178321,2164,,,"Amapa, Brazil",21084.836667923966,1.2135418711200587
,,Amazonas,Brazil,2022-10-18 04:22:42,-3.4168,-65.8561,616750,14341,,,"Amazonas, Brazil",14880.819534444485,2.3252533441426837
,,Bahia,Brazil,2022-10-18 04:22:42,-12.5797,-41.7007,1700826,30737,,,"Bahia, Brazil",11435.612729159237,1.8071807462962115
,,Ceara,Brazil,2022-10-18 04:22:42,-5.4984,-39.3206,1385261,27729,,,"Ceara, Brazil",15169.176172170231,2.001716644011489
