CuarentenaID,Nombre,Estado,Alcance,FInicio,FTermino,Cut_Com,Detalle,Shape__Length,Shape__Area,Latitud,Longitud
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4792109999935","-70,3229560000199"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4786890002327","-70,3235030003661"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4795480002599","-70,32493500026889"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4803019999812","-70,3257219999163"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4815849999265","-70,3261660003303"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4821550000826","-70,32628799963069"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4829700002196","-70,3259810003824"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,484964999783","-70,32555200003701"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4877930003627","-70,3257019998248"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4897060003398","-70,32651699995959"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4909380001467","-70,3254869997397"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4929009996558","-70,3249720000789"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4939999998029","-70,3251650004227"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4947060001134","-70,3253520000205"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4955339995742","-70,3250659997902"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4958880000607","-70,3259970002759"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4953249997834","-70,32679899999189"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4945999999386","-70,3267000002577"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4939390003671","-70,3262600000417"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4933389996199","-70,3261420000409"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4927540001054","-70,32711299981131"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4932750003136","-70,3273189996756"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4936479999946","-70,327743999823"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4935320001123","-70,32855599958479"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4927819996238","-70,3285239997977"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4916949996863","-70,3294419998646"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4912840002196","-70,3295079999869"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4908739999434","-70,32927399963521"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4897679997617","-70,32945000026059"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4889399996947","-70,3292369998252"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,488355999834","-70,328810000028"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4874470000559","-70,3288550002338"
1,Arica,1,2,1587088800000,1588903200000,15101,Corresponde al Radio Urbano de la Ciudad de Arica incluyendo la población San Miguel de Azapa,48722.3000133714,28050418.8017578,"-18,4874740002453","-70,3286429996234"
