,Region,Codigo region,Comuna,Codigo comuna,Poblacion,fecha,Cantidad
119,Coquimbo,4.0,Combarbala,4302.0,13884.0,2020-04-17,0.0
120,Coquimbo,4.0,Coquimbo,4102.0,256735.0,2020-04-13,1.0
121,Coquimbo,4.0,Coquimbo,4102.0,256735.0,2020-04-15,2.0
122,Coquimbo,4.0,Coquimbo,4102.0,256735.0,2020-04-17,0.0
123,Coquimbo,4.0,Illapel,4201.0,32801.0,2020-04-13,13.0
124,Coquimbo,4.0,Illapel,4201.0,32801.0,2020-04-15,12.0
125,Coquimbo,4.0,Illapel,4201.0,32801.0,2020-04-17,10.0
126,Coquimbo,4.0,La Higuera,4104.0,4450.0,2020-04-13,0.0
127,Coquimbo,4.0,La Higuera,4104.0,4450.0,2020-04-15,0.0
128,Coquimbo,4.0,La Higuera,4104.0,4450.0,2020-04-17,0.0
129,Coquimbo,4.0,La Serena,4101.0,249656.0,2020-04-13,2.0
130,Coquimbo,4.0,La Serena,4101.0,249656.0,2020-04-15,1.0
131,Coquimbo,4.0,La Serena,4101.0,249656.0,2020-04-17,1.0
132,Coquimbo,4.0,Los Vilos,4203.0,23374.0,2020-04-13,0.0
133,Coquimbo,4.0,Los Vilos,4203.0,23374.0,2020-04-15,0.0
134,Coquimbo,4.0,Los Vilos,4203.0,23374.0,2020-04-17,0.0
135,Coquimbo,4.0,Monte Patria,4303.0,32527.0,2020-04-13,0.0
136,Coquimbo,4.0,Monte Patria,4303.0,32527.0,2020-04-15,0.0
137,Coquimbo,4.0,Monte Patria,4303.0,32527.0,2020-04-17,0.0
138,Coquimbo,4.0,Ovalle,4301.0,121269.0,2020-04-13,0.0
139,Coquimbo,4.0,Ovalle,4301.0,121269.0,2020-04-15,1.0
140,Coquimbo,4.0,Ovalle,4301.0,121269.0,2020-04-17,0.0
141,Coquimbo,4.0,Paiguano,4105.0,4675.0,2020-04-13,0.0
142,Coquimbo,4.0,Paiguano,4105.0,4675.0,2020-04-15,0.0
143,Coquimbo,4.0,Paiguano,4105.0,4675.0,2020-04-17,0.0
144,Coquimbo,4.0,Punitaqui,4304.0,12165.0,2020-04-13,0.0
145,Coquimbo,4.0,Punitaqui,4304.0,12165.0,2020-04-15,0.0
146,Coquimbo,4.0,Punitaqui,4304.0,12165.0,2020-04-17,0.0
147,Coquimbo,4.0,Rio Hurtado,4305.0,4372.0,2020-04-13,0.0
148,Coquimbo,4.0,Rio Hurtado,4305.0,4372.0,2020-04-15,0.0
149,Coquimbo,4.0,Rio Hurtado,4305.0,4372.0,2020-04-17,0.0
150,Coquimbo,4.0,Salamanca,4204.0,29110.0,2020-04-13,3.0
151,Coquimbo,4.0,Salamanca,4204.0,29110.0,2020-04-15,3.0
152,Coquimbo,4.0,Salamanca,4204.0,29110.0,2020-04-17,3.0
153,Coquimbo,4.0,Vicuna,4106.0,29741.0,2020-04-13,0.0
154,Coquimbo,4.0,Vicuna,4106.0,29741.0,2020-04-15,0.0
155,Coquimbo,4.0,Vicuna,4106.0,29741.0,2020-04-17,0.0
156,Coquimbo,4.0,Total,,836096.0,2020-04-13,19.0
157,Coquimbo,4.0,Total,,836096.0,2020-04-15,19.0
158,Coquimbo,4.0,Total,,836096.0,2020-04-17,14.0
159,,,,,,2020-04-13,
160,,,,,,2020-04-15,
161,,,,,,2020-04-17,
162,Valparaiso,5.0,Algarrobo,5602.0,15174.0,2020-04-13,0.0
163,Valparaiso,5.0,Algarrobo,5602.0,15174.0,2020-04-15,0.0
164,Valparaiso,5.0,Algarrobo,5602.0,15174.0,2020-04-17,0.0
165,Valparaiso,5.0,Cabildo,5402.0,20663.0,2020-04-13,0.0
166,Valparaiso,5.0,Cabildo,5402.0,20663.0,2020-04-15,0.0
167,Valparaiso,5.0,Cabildo,5402.0,20663.0,2020-04-17,0.0
168,Valparaiso,5.0,Calera,5502.0,53591.0,2020-04-13,1.0
169,Valparaiso,5.0,Calera,5502.0,53591.0,2020-04-15,3.0
170,Valparaiso,5.0,Calera,5502.0,53591.0,2020-04-17,5.0
171,Valparaiso,5.0,Calle Larga,5302.0,16482.0,2020-04-13,2.0
172,Valparaiso,5.0,Calle Larga,5302.0,16482.0,2020-04-15,2.0
173,Valparaiso,5.0,Calle Larga,5302.0,16482.0,2020-04-17,3.0
174,Valparaiso,5.0,Cartagena,5603.0,25357.0,2020-04-13,2.0
175,Valparaiso,5.0,Cartagena,5603.0,25357.0,2020-04-15,2.0
176,Valparaiso,5.0,Cartagena,5603.0,25357.0,2020-04-17,0.0
177,Valparaiso,5.0,Casablanca,5102.0,29170.0,2020-04-13,2.0
178,Valparaiso,5.0,Casablanca,5102.0,29170.0,2020-04-15,1.0
179,Valparaiso,5.0,Casablanca,5102.0,29170.0,2020-04-17,1.0
180,Valparaiso,5.0,Catemu,5702.0,15213.0,2020-04-13,0.0
181,Valparaiso,5.0,Catemu,5702.0,15213.0,2020-04-15,0.0
182,Valparaiso,5.0,Catemu,5702.0,15213.0,2020-04-17,0.0
183,Valparaiso,5.0,Concon,5103.0,45889.0,2020-04-13,1.0
184,Valparaiso,5.0,Concon,5103.0,45889.0,2020-04-15,2.0
185,Valparaiso,5.0,Concon,5103.0,45889.0,2020-04-17,1.0
186,Valparaiso,5.0,El Quisco,5604.0,17742.0,2020-04-13,2.0
187,Valparaiso,5.0,El Quisco,5604.0,17742.0,2020-04-15,3.0
188,Valparaiso,5.0,El Quisco,5604.0,17742.0,2020-04-17,2.0
189,Valparaiso,5.0,El Tabo,5605.0,14338.0,2020-04-13,0.0
190,Valparaiso,5.0,El Tabo,5605.0,14338.0,2020-04-15,0.0
191,Valparaiso,5.0,El Tabo,5605.0,14338.0,2020-04-17,1.0
192,Valparaiso,5.0,Hijuelas,5503.0,19099.0,2020-04-13,0.0
193,Valparaiso,5.0,Hijuelas,5503.0,19099.0,2020-04-15,0.0
194,Valparaiso,5.0,Hijuelas,5503.0,19099.0,2020-04-17,0.0
195,Valparaiso,5.0,Isla de Pascua,5201.0,8277.0,2020-04-13,3.0
196,Valparaiso,5.0,Isla de Pascua,5201.0,8277.0,2020-04-15,1.0
197,Valparaiso,5.0,Isla de Pascua,5201.0,8277.0,2020-04-17,0.0
198,Valparaiso,5.0,Juan Fernandez,5104.0,1033.0,2020-04-13,0.0
199,Valparaiso,5.0,Juan Fernandez,5104.0,1033.0,2020-04-15,0.0
200,Valparaiso,5.0,Juan Fernandez,5104.0,1033.0,2020-04-17,0.0
201,Valparaiso,5.0,La Cruz,5504.0,25321.0,2020-04-13,3.0
202,Valparaiso,5.0,La Cruz,5504.0,25321.0,2020-04-15,2.0
203,Valparaiso,5.0,La Cruz,5504.0,25321.0,2020-04-17,2.0
204,Valparaiso,5.0,La Ligua,5401.0,37739.0,2020-04-13,1.0
205,Valparaiso,5.0,La Ligua,5401.0,37739.0,2020-04-15,0.0
206,Valparaiso,5.0,La Ligua,5401.0,37739.0,2020-04-17,0.0
207,Valparaiso,5.0,Limache,5802.0,49931.0,2020-04-13,6.0
208,Valparaiso,5.0,Limache,5802.0,49931.0,2020-04-15,8.0
209,Valparaiso,5.0,Limache,5802.0,49931.0,2020-04-17,11.0
210,Valparaiso,5.0,Llaillay,5703.0,26533.0,2020-04-13,0.0
211,Valparaiso,5.0,Llaillay,5703.0,26533.0,2020-04-15,0.0
212,Valparaiso,5.0,Llaillay,5703.0,26533.0,2020-04-17,0.0
213,Valparaiso,5.0,Los Andes,5301.0,68093.0,2020-04-13,3.0
214,Valparaiso,5.0,Los Andes,5301.0,68093.0,2020-04-15,4.0
215,Valparaiso,5.0,Los Andes,5301.0,68093.0,2020-04-17,4.0
216,Valparaiso,5.0,Nogales,5506.0,23490.0,2020-04-13,0.0
217,Valparaiso,5.0,Nogales,5506.0,23490.0,2020-04-15,0.0
218,Valparaiso,5.0,Nogales,5506.0,23490.0,2020-04-17,0.0
219,Valparaiso,5.0,Olmue,5803.0,19266.0,2020-04-13,1.0
220,Valparaiso,5.0,Olmue,5803.0,19266.0,2020-04-15,1.0
221,Valparaiso,5.0,Olmue,5803.0,19266.0,2020-04-17,2.0
222,Valparaiso,5.0,Panquehue,5704.0,7633.0,2020-04-13,0.0
223,Valparaiso,5.0,Panquehue,5704.0,7633.0,2020-04-15,0.0
224,Valparaiso,5.0,Panquehue,5704.0,7633.0,2020-04-17,0.0
225,Valparaiso,5.0,Papudo,5403.0,6201.0,2020-04-13,0.0
226,Valparaiso,5.0,Papudo,5403.0,6201.0,2020-04-15,0.0
227,Valparaiso,5.0,Papudo,5403.0,6201.0,2020-04-17,0.0
228,Valparaiso,5.0,Petorca,5404.0,10558.0,2020-04-13,1.0
229,Valparaiso,5.0,Petorca,5404.0,10558.0,2020-04-15,0.0
230,Valparaiso,5.0,Petorca,5404.0,10558.0,2020-04-17,0.0
231,Valparaiso,5.0,Puchuncavi,5105.0,20071.0,2020-04-13,0.0
232,Valparaiso,5.0,Puchuncavi,5105.0,20071.0,2020-04-15,0.0
233,Valparaiso,5.0,Puchuncavi,5105.0,20071.0,2020-04-17,0.0
234,Valparaiso,5.0,Putaendo,5705.0,17645.0,2020-04-13,0.0
235,Valparaiso,5.0,Putaendo,5705.0,17645.0,2020-04-15,1.0
236,Valparaiso,5.0,Putaendo,5705.0,17645.0,2020-04-17,1.0
237,Valparaiso,5.0,Quillota,5501.0,97572.0,2020-04-13,5.0
238,Valparaiso,5.0,Quillota,5501.0,97572.0,2020-04-15,5.0
239,Valparaiso,5.0,Quillota,5501.0,97572.0,2020-04-17,6.0
240,Valparaiso,5.0,Quilpue,5801.0,167085.0,2020-04-13,7.0
241,Valparaiso,5.0,Quilpue,5801.0,167085.0,2020-04-15,5.0
242,Valparaiso,5.0,Quilpue,5801.0,167085.0,2020-04-17,5.0
243,Valparaiso,5.0,Quintero,5107.0,36135.0,2020-04-13,0.0
244,Valparaiso,5.0,Quintero,5107.0,36135.0,2020-04-15,0.0
245,Valparaiso,5.0,Quintero,5107.0,36135.0,2020-04-17,0.0
246,Valparaiso,5.0,Rinconada,5303.0,11263.0,2020-04-13,2.0
247,Valparaiso,5.0,Rinconada,5303.0,11263.0,2020-04-15,2.0
248,Valparaiso,5.0,Rinconada,5303.0,11263.0,2020-04-17,2.0
249,Valparaiso,5.0,San Antonio,5601.0,96761.0,2020-04-13,10.0
250,Valparaiso,5.0,San Antonio,5601.0,96761.0,2020-04-15,8.0
251,Valparaiso,5.0,San Antonio,5601.0,96761.0,2020-04-17,17.0
252,Valparaiso,5.0,San Esteban,5304.0,20643.0,2020-04-13,0.0
253,Valparaiso,5.0,San Esteban,5304.0,20643.0,2020-04-15,0.0
254,Valparaiso,5.0,San Esteban,5304.0,20643.0,2020-04-17,0.0
255,Valparaiso,5.0,San Felipe,5701.0,83494.0,2020-04-13,1.0
256,Valparaiso,5.0,San Felipe,5701.0,83494.0,2020-04-15,0.0
257,Valparaiso,5.0,San Felipe,5701.0,83494.0,2020-04-17,0.0
258,Valparaiso,5.0,Santa Maria,5706.0,16367.0,2020-04-13,0.0
259,Valparaiso,5.0,Santa Maria,5706.0,16367.0,2020-04-15,0.0
260,Valparaiso,5.0,Santa Maria,5706.0,16367.0,2020-04-17,0.0
261,Valparaiso,5.0,Santo Domingo,5606.0,11934.0,2020-04-13,2.0
262,Valparaiso,5.0,Santo Domingo,5606.0,11934.0,2020-04-15,6.0
263,Valparaiso,5.0,Santo Domingo,5606.0,11934.0,2020-04-17,5.0
264,Valparaiso,5.0,Valparaiso,5101.0,315732.0,2020-04-13,15.0
265,Valparaiso,5.0,Valparaiso,5101.0,315732.0,2020-04-15,12.0
266,Valparaiso,5.0,Valparaiso,5101.0,315732.0,2020-04-17,15.0
267,Valparaiso,5.0,Villa Alemana,5804.0,139310.0,2020-04-13,1.0
268,Valparaiso,5.0,Villa Alemana,5804.0,139310.0,2020-04-15,1.0
269,Valparaiso,5.0,Villa Alemana,5804.0,139310.0,2020-04-17,1.0
270,Valparaiso,5.0,Vina del Mar,5109.0,361371.0,2020-04-13,15.0
271,Valparaiso,5.0,Vina del Mar,5109.0,361371.0,2020-04-15,12.0
272,Valparaiso,5.0,Vina del Mar,5109.0,361371.0,2020-04-17,14.0
273,Valparaiso,5.0,Zapallar,5405.0,7994.0,2020-04-13,0.0
274,Valparaiso,5.0,Zapallar,5405.0,7994.0,2020-04-15,0.0
275,Valparaiso,5.0,Zapallar,5405.0,7994.0,2020-04-17,0.0
276,Valparaiso,5.0,Total,,1960170.0,2020-04-13,86.0
277,Valparaiso,5.0,Total,,1960170.0,2020-04-15,81.0
278,Valparaiso,5.0,Total,,1960170.0,2020-04-17,98.0
279,,,,,,2020-04-13,
280,,,,,,2020-04-15,
281,,,,,,2020-04-17,
282,Metropolitana,13.0,Alhue,13502.0,7405.0,2020-04-13,0.0
283,Metropolitana,13.0,Alhue,13502.0,7405.0,2020-04-15,0.0
284,Metropolitana,13.0,Alhue,13502.0,7405.0,2020-04-17,0.0
285,Metropolitana,13.0,Buin,13402.0,109641.0,2020-04-13,15.0
286,Metropolitana,13.0,Buin,13402.0,109641.0,2020-04-15,13.0
287,Metropolitana,13.0,Buin,13402.0,109641.0,2020-04-17,12.0
288,Metropolitana,13.0,Calera de Tango,13403.0,28525.0,2020-04-13,1.0
289,Metropolitana,13.0,Calera de Tango,13403.0,28525.0,2020-04-15,0.0
290,Metropolitana,13.0,Calera de Tango,13403.0,28525.0,2020-04-17,1.0
291,Metropolitana,13.0,Cerrillos,13102.0,88956.0,2020-04-13,13.0
292,Metropolitana,13.0,Cerrillos,13102.0,88956.0,2020-04-15,18.0
293,Metropolitana,13.0,Cerrillos,13102.0,88956.0,2020-04-17,23.0
294,Metropolitana,13.0,Cerro Navia,13103.0,142465.0,2020-04-13,26.0
295,Metropolitana,13.0,Cerro Navia,13103.0,142465.0,2020-04-15,28.0
296,Metropolitana,13.0,Cerro Navia,13103.0,142465.0,2020-04-17,40.0
297,Metropolitana,13.0,Colina,13301.0,180353.0,2020-04-13,20.0
298,Metropolitana,13.0,Colina,13301.0,180353.0,2020-04-15,15.0
299,Metropolitana,13.0,Colina,13301.0,180353.0,2020-04-17,15.0
300,Metropolitana,13.0,Conchali,13104.0,139195.0,2020-04-13,24.0
301,Metropolitana,13.0,Conchali,13104.0,139195.0,2020-04-15,26.0
302,Metropolitana,13.0,Conchali,13104.0,139195.0,2020-04-17,28.0
303,Metropolitana,13.0,Curacavi,13503.0,36430.0,2020-04-13,6.0
304,Metropolitana,13.0,Curacavi,13503.0,36430.0,2020-04-15,4.0
305,Metropolitana,13.0,Curacavi,13503.0,36430.0,2020-04-17,4.0
306,Metropolitana,13.0,El Bosque,13105.0,172000.0,2020-04-13,47.0
307,Metropolitana,13.0,El Bosque,13105.0,172000.0,2020-04-15,42.0
308,Metropolitana,13.0,El Bosque,13105.0,172000.0,2020-04-17,51.0
309,Metropolitana,13.0,El Monte,13602.0,40014.0,2020-04-13,8.0
310,Metropolitana,13.0,El Monte,13602.0,40014.0,2020-04-15,4.0
311,Metropolitana,13.0,El Monte,13602.0,40014.0,2020-04-17,6.0
312,Metropolitana,13.0,Estacion Central,13106.0,206792.0,2020-04-13,34.0
313,Metropolitana,13.0,Estacion Central,13106.0,206792.0,2020-04-15,39.0
314,Metropolitana,13.0,Estacion Central,13106.0,206792.0,2020-04-17,41.0
315,Metropolitana,13.0,Huechuraba,13107.0,112528.0,2020-04-13,19.0
316,Metropolitana,13.0,Huechuraba,13107.0,112528.0,2020-04-15,21.0
317,Metropolitana,13.0,Huechuraba,13107.0,112528.0,2020-04-17,22.0
318,Metropolitana,13.0,Independencia,13108.0,142065.0,2020-04-13,27.0
319,Metropolitana,13.0,Independencia,13108.0,142065.0,2020-04-15,28.0
320,Metropolitana,13.0,Independencia,13108.0,142065.0,2020-04-17,44.0
321,Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,2020-04-13,7.0
322,Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,2020-04-15,5.0
323,Metropolitana,13.0,Isla de Maipo,13603.0,40171.0,2020-04-17,3.0
324,Metropolitana,13.0,La Cisterna,13109.0,100434.0,2020-04-13,21.0
325,Metropolitana,13.0,La Cisterna,13109.0,100434.0,2020-04-15,24.0
326,Metropolitana,13.0,La Cisterna,13109.0,100434.0,2020-04-17,23.0
327,Metropolitana,13.0,La Florida,13110.0,402433.0,2020-04-13,72.0
328,Metropolitana,13.0,La Florida,13110.0,402433.0,2020-04-15,62.0
329,Metropolitana,13.0,La Florida,13110.0,402433.0,2020-04-17,77.0
330,Metropolitana,13.0,La Granja,13111.0,122557.0,2020-04-13,26.0
331,Metropolitana,13.0,La Granja,13111.0,122557.0,2020-04-15,22.0
332,Metropolitana,13.0,La Granja,13111.0,122557.0,2020-04-17,20.0
333,Metropolitana,13.0,La Pintana,13112.0,189335.0,2020-04-13,34.0
334,Metropolitana,13.0,La Pintana,13112.0,189335.0,2020-04-15,38.0
335,Metropolitana,13.0,La Pintana,13112.0,189335.0,2020-04-17,44.0
336,Metropolitana,13.0,La Reina,13113.0,100252.0,2020-04-13,15.0
337,Metropolitana,13.0,La Reina,13113.0,100252.0,2020-04-15,13.0
338,Metropolitana,13.0,La Reina,13113.0,100252.0,2020-04-17,12.0
339,Metropolitana,13.0,Lampa,13302.0,126898.0,2020-04-13,18.0
340,Metropolitana,13.0,Lampa,13302.0,126898.0,2020-04-15,17.0
341,Metropolitana,13.0,Lampa,13302.0,126898.0,2020-04-17,14.0
342,Metropolitana,13.0,Las Condes,13114.0,330759.0,2020-04-13,47.0
343,Metropolitana,13.0,Las Condes,13114.0,330759.0,2020-04-15,38.0
344,Metropolitana,13.0,Las Condes,13114.0,330759.0,2020-04-17,37.0
345,Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,2020-04-13,23.0
346,Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,2020-04-15,25.0
347,Metropolitana,13.0,Lo Barnechea,13115.0,124076.0,2020-04-17,38.0
348,Metropolitana,13.0,Lo Espejo,13116.0,103865.0,2020-04-13,37.0
349,Metropolitana,13.0,Lo Espejo,13116.0,103865.0,2020-04-15,33.0
350,Metropolitana,13.0,Lo Espejo,13116.0,103865.0,2020-04-17,33.0
351,Metropolitana,13.0,Lo Prado,13117.0,104403.0,2020-04-13,18.0
352,Metropolitana,13.0,Lo Prado,13117.0,104403.0,2020-04-15,14.0
353,Metropolitana,13.0,Lo Prado,13117.0,104403.0,2020-04-17,26.0
354,Metropolitana,13.0,Macul,13118.0,134635.0,2020-04-13,15.0
355,Metropolitana,13.0,Macul,13118.0,134635.0,2020-04-15,9.0
356,Metropolitana,13.0,Macul,13118.0,134635.0,2020-04-17,13.0
357,Metropolitana,13.0,Maipu,13119.0,578605.0,2020-04-13,81.0
358,Metropolitana,13.0,Maipu,13119.0,578605.0,2020-04-15,81.0
359,Metropolitana,13.0,Maipu,13119.0,578605.0,2020-04-17,102.0
360,Metropolitana,13.0,Maria Pinto,13504.0,14926.0,2020-04-13,0.0
