,Region,Codigo region,Poblacion,fecha,Cantidad
205,Biobio,8,1663696,2020-04-06,27
206,Biobio,8,1663696,2020-04-07,32
207,Biobio,8,1663696,2020-04-08,31
208,Biobio,8,1663696,2020-04-09,33
209,Biobio,8,1663696,2020-04-10,32
210,Biobio,8,1663696,2020-04-11,33
211,Biobio,8,1663696,2020-04-12,31
212,Biobio,8,1663696,2020-04-13,35
213,Biobio,8,1663696,2020-04-14,35
214,Biobio,8,1663696,2020-04-15,35
215,Biobio,8,1663696,2020-04-16,30
216,Biobio,8,1663696,2020-04-17,27
217,Biobio,8,1663696,2020-04-18,25
218,Biobio,8,1663696,2020-04-19,26
219,Biobio,8,1663696,2020-04-20,26
220,La Araucania,9,1014343,2020-04-01,26
221,La Araucania,9,1014343,2020-04-02,29
222,La Araucania,9,1014343,2020-04-03,37
223,La Araucania,9,1014343,2020-04-04,44
224,La Araucania,9,1014343,2020-04-05,44
225,La Araucania,9,1014343,2020-04-06,46
226,La Araucania,9,1014343,2020-04-07,46
227,La Araucania,9,1014343,2020-04-08,54
228,La Araucania,9,1014343,2020-04-09,56
229,La Araucania,9,1014343,2020-04-10,57
230,La Araucania,9,1014343,2020-04-11,53
231,La Araucania,9,1014343,2020-04-12,56
232,La Araucania,9,1014343,2020-04-13,52
233,La Araucania,9,1014343,2020-04-14,46
234,La Araucania,9,1014343,2020-04-15,46
235,La Araucania,9,1014343,2020-04-16,47
236,La Araucania,9,1014343,2020-04-17,47
237,La Araucania,9,1014343,2020-04-18,46
238,La Araucania,9,1014343,2020-04-19,44
239,La Araucania,9,1014343,2020-04-20,45
240,Los Rios,14,405835,2020-04-01,1
241,Los Rios,14,405835,2020-04-02,2
242,Los Rios,14,405835,2020-04-03,2
243,Los Rios,14,405835,2020-04-04,2
244,Los Rios,14,405835,2020-04-05,3
245,Los Rios,14,405835,2020-04-06,4
246,Los Rios,14,405835,2020-04-07,6
247,Los Rios,14,405835,2020-04-08,6
248,Los Rios,14,405835,2020-04-09,7
249,Los Rios,14,405835,2020-04-10,7
250,Los Rios,14,405835,2020-04-11,7
251,Los Rios,14,405835,2020-04-12,7
252,Los Rios,14,405835,2020-04-13,7
253,Los Rios,14,405835,2020-04-14,7
254,Los Rios,14,405835,2020-04-15,6
255,Los Rios,14,405835,2020-04-16,7
256,Los Rios,14,405835,2020-04-17,6
257,Los Rios,14,405835,2020-04-18,6
258,Los Rios,14,405835,2020-04-19,7
259,Los Rios,14,405835,2020-04-20,5
260,Los Lagos,10,891440,2020-04-01,10
261,Los Lagos,10,891440,2020-04-02,12
262,Los Lagos,10,891440,2020-04-03,18
263,Los Lagos,10,891440,2020-04-04,22
264,Los Lagos,10,891440,2020-04-05,22
265,Los Lagos,10,891440,2020-04-06,23
266,Los Lagos,10,891440,2020-04-07,24
267,Los Lagos,10,891440,2020-04-08,25
268,Los Lagos,10,891440,2020-04-09,24
269,Los Lagos,10,891440,2020-04-10,25
270,Los Lagos,10,891440,2020-04-11,26
271,Los Lagos,10,891440,2020-04-12,26
272,Los Lagos,10,891440,2020-04-13,25
273,Los Lagos,10,891440,2020-04-14,26
274,Los Lagos,10,891440,2020-04-15,26
275,Los Lagos,10,891440,2020-04-16,27
276,Los Lagos,10,891440,2020-04-17,26
277,Los Lagos,10,891440,2020-04-18,26
278,Los Lagos,10,891440,2020-04-19,25
279,Los Lagos,10,891440,2020-04-20,24
280,Aysen,11,107297,2020-04-01,0
281,Aysen,11,107297,2020-04-02,0
282,Aysen,11,107297,2020-04-03,0
283,Aysen,11,107297,2020-04-04,0
284,Aysen,11,107297,2020-04-05,0
285,Aysen,11,107297,2020-04-06,0
286,Aysen,11,107297,2020-04-07,0
287,Aysen,11,107297,2020-04-08,0
288,Aysen,11,107297,2020-04-09,0
289,Aysen,11,107297,2020-04-10,0
290,Aysen,11,107297,2020-04-11,0
291,Aysen,11,107297,2020-04-12,0
292,Aysen,11,107297,2020-04-13,0
293,Aysen,11,107297,2020-04-14,0
294,Aysen,11,107297,2020-04-15,0
295,Aysen,11,107297,2020-04-16,0
296,Aysen,11,107297,2020-04-17,0
297,Aysen,11,107297,2020-04-18,0
298,Aysen,11,107297,2020-04-19,0
299,Aysen,11,107297,2020-04-20,0
300,Magallanes y la Antartica,12,178362,2020-04-01,5
301,Magallanes y la Antartica,12,178362,2020-04-02,10
302,Magallanes y la Antartica,12,178362,2020-04-03,11
303,Magallanes y la Antartica,12,178362,2020-04-04,12
304,Magallanes y la Antartica,12,178362,2020-04-05,13
305,Magallanes y la Antartica,12,178362,2020-04-06,12
306,Magallanes y la Antartica,12,178362,2020-04-07,12
307,Magallanes y la Antartica,12,178362,2020-04-08,14
308,Magallanes y la Antartica,12,178362,2020-04-09,14
309,Magallanes y la Antartica,12,178362,2020-04-10,15
310,Magallanes y la Antartica,12,178362,2020-04-11,18
311,Magallanes y la Antartica,12,178362,2020-04-12,18
312,Magallanes y la Antartica,12,178362,2020-04-13,15
313,Magallanes y la Antartica,12,178362,2020-04-14,15
314,Magallanes y la Antartica,12,178362,2020-04-15,16
315,Magallanes y la Antartica,12,178362,2020-04-16,18
316,Magallanes y la Antartica,12,178362,2020-04-17,18
317,Magallanes y la Antartica,12,178362,2020-04-18,17
318,Magallanes y la Antartica,12,178362,2020-04-19,18
319,Magallanes y la Antartica,12,178362,2020-04-20,21
